Study unique ID*,Biological material ID* ,Common material name*,Genus,Species,Infraspecific name,Biological material preprocessing,"Material source ID (Holding institute/stock centre, accession)",Material source DOI,Material source latitude,Material source longitude,Material source description
SSSA_MAIZE_GT,26_32,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00354,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,27_36,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00355,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,27_55,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00356,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,28_40,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00357,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,34_31,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00358,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; WU_MAIZE_PT; IPK_MAIZE_PT_20220408,34_33,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00359,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,35_53,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00360,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,4_50,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00363,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,5_66,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00364,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,6_31,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00365,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,7_6,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00366,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; WU_MAIZE_PT; IPK_MAIZE_PT_20220408,10_38,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00367,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,14_93,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00369,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318,19_1,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00370,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,27_25,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00371,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,27_41,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00372,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,27_56,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00373,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,28_19,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00374,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,28_23,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00375,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318,28_44,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00376,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,30_12,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00377,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,30_25,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00378,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,30_27,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00379,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,31_31,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00380,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,35_13,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00381,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,35_22,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00382,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,6_11,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00384,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318,6_70,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00385,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318,7_70,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00386,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,9_67,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00387,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,10_5,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00388,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,10_36,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00389,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,10_43,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00390,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,24_19,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00391,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,26_6,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00392,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,28_33,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00393,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,28_42,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00394,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20220408,30_11,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00395,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,32_38,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00398,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,35_49,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00399,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,34_4,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00400,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,11_7,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00401,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,23_25,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00402,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT; IPK_MAIZE_PT_20210318; IPK_MAIZE_PT_20220408,28_39,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00403,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,8_37,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00409,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,12_34,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00410,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,16_51,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00412,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,19_38,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00415,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,23_24,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00417,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,29_29,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00422,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,33_13,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00423,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,4_1,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00429,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
